FIR_ID,Crime_Type,Date,District,Police_Station,Status
FIR000325,Cyber Fraud,05-12-2024,Mangaluru,Electronic City Police Station,Open
FIR000326,Financial Fraud,15-11-2023,Hubballi-Dharwad,Yelahanka Police Station,Under Investigation
FIR000327,Drug Trafficking,15-12-2023,Mangaluru,Indiranagar Police Station,Open
FIR000328,Cyber Fraud,09-03-2025,Kalaburagi,Jayanagar Police Station,Closed
FIR000329,Robbery,11-02-2026,Bengaluru Urban,Yelahanka Police Station,Under Investigation
FIR000330,Robbery,11-10-2024,Mangaluru,Yelahanka Police Station,Under Investigation
FIR000331,Vehicle Theft,14-11-2025,Kalaburagi,Yelahanka Police Station,Closed
FIR000332,Assault,19-08-2024,Tumakuru,Indiranagar Police Station,Open
FIR000333,Robbery,16-01-2025,Shivamogga,Koramangala Police Station,Open
FIR000334,Vehicle Theft,26-06-2024,Bengaluru Rural,Yelahanka Police Station,Under Investigation
FIR000335,Financial Fraud,27-01-2024,Kalaburagi,Indiranagar Police Station,Under Investigation
FIR000336,Financial Fraud,20-10-2025,Shivamogga,Yelahanka Police Station,Closed
FIR000337,Drug Trafficking,15-03-2025,Shivamogga,Yelahanka Police Station,Open
FIR000338,Assault,28-09-2025,Mangaluru,Koramangala Police Station,Closed
FIR000339,Assault,28-04-2025,Ballari,Jayanagar Police Station,Closed
FIR000340,Vehicle Theft,26-03-2025,Mangaluru,Indiranagar Police Station,Closed
FIR000341,Drug Trafficking,31-07-2025,Ballari,Yelahanka Police Station,Closed
FIR000342,Cyber Fraud,17-11-2024,Mangaluru,Hebbal Police Station,Closed
FIR000343,Financial Fraud,23-09-2025,Kalaburagi,Yelahanka Police Station,Open
FIR000344,House Burglary,18-12-2024,Bengaluru Rural,Marathahalli Police Station,Closed
FIR000345,Drug Trafficking,18-02-2025,Bengaluru Rural,Whitefield Police Station,Under Investigation
FIR000346,Drug Trafficking,23-12-2023,Ballari,Electronic City Police Station,Closed
FIR000347,Assault,10-05-2025,Bengaluru Urban,Yelahanka Police Station,Under Investigation
FIR000348,Chain Snatching,12-04-2024,Ballari,Marathahalli Police Station,Open
FIR000349,Financial Fraud,26-08-2023,Kalaburagi,Electronic City Police Station,Open
FIR000350,Chain Snatching,21-04-2025,Hubballi-Dharwad,Yelahanka Police Station,Open
FIR000351,Drug Trafficking,14-06-2023,Bengaluru Rural,Indiranagar Police Station,Closed
FIR000352,Assault,04-11-2025,Belagavi,Koramangala Police Station,Under Investigation
FIR000353,Chain Snatching,15-05-2025,Mangaluru,Electronic City Police Station,Under Investigation
FIR000354,Cyber Fraud,18-03-2025,Shivamogga,Hebbal Police Station,Closed
FIR000355,Financial Fraud,02-05-2025,Shivamogga,Marathahalli Police Station,Under Investigation
FIR000356,Assault,18-06-2023,Belagavi,Whitefield Police Station,Closed
FIR000357,Chain Snatching,17-02-2024,Ballari,Yelahanka Police Station,Under Investigation
FIR000358,Assault,31-12-2025,Belagavi,Jayanagar Police Station,Under Investigation
FIR000359,Chain Snatching,21-07-2025,Hubballi-Dharwad,Indiranagar Police Station,Under Investigation
FIR000360,Vehicle Theft,24-09-2023,Mysuru,Jayanagar Police Station,Closed
FIR000361,Robbery,03-01-2024,Mangaluru,Marathahalli Police Station,Under Investigation
FIR000362,Robbery,12-10-2025,Kalaburagi,Hebbal Police Station,Under Investigation
FIR000363,Cyber Fraud,27-02-2025,Ballari,Electronic City Police Station,Under Investigation
FIR000364,Vehicle Theft,15-10-2024,Shivamogga,Yelahanka Police Station,Open
FIR000365,Cyber Fraud,12-06-2025,Ballari,Koramangala Police Station,Under Investigation
FIR000366,Chain Snatching,30-03-2024,Belagavi,Hebbal Police Station,Open
FIR000367,Drug Trafficking,17-11-2024,Mysuru,Whitefield Police Station,Under Investigation
FIR000368,Assault,09-06-2025,Kalaburagi,Electronic City Police Station,Under Investigation
FIR000369,Drug Trafficking,14-09-2025,Tumakuru,Whitefield Police Station,Under Investigation
FIR000370,House Burglary,15-05-2026,Hubballi-Dharwad,Koramangala Police Station,Closed
FIR000371,Drug Trafficking,06-01-2024,Bengaluru Urban,Jayanagar Police Station,Open
FIR000372,Robbery,11-04-2025,Ballari,Marathahalli Police Station,Under Investigation
FIR000373,Chain Snatching,19-05-2026,Hubballi-Dharwad,Jayanagar Police Station,Closed
FIR000374,Cyber Fraud,23-10-2025,Mangaluru,Koramangala Police Station,Closed
FIR000375,House Burglary,14-03-2025,Tumakuru,Yelahanka Police Station,Under Investigation
FIR000376,Financial Fraud,04-04-2026,Tumakuru,Whitefield Police Station,Under Investigation
FIR000377,Assault,19-10-2025,Mysuru,Jayanagar Police Station,Closed
FIR000378,Vehicle Theft,11-01-2026,Mysuru,Whitefield Police Station,Under Investigation
FIR000379,Cyber Fraud,04-11-2023,Ballari,Jayanagar Police Station,Open
FIR000380,Financial Fraud,01-06-2024,Shivamogga,Jayanagar Police Station,Open
FIR000381,Assault,09-05-2025,Tumakuru,Marathahalli Police Station,Open
FIR000382,Assault,04-03-2025,Bengaluru Urban,Whitefield Police Station,Closed
FIR000383,House Burglary,14-08-2024,Bengaluru Urban,Hebbal Police Station,Open
FIR000384,Cyber Fraud,08-03-2026,Bengaluru Urban,Indiranagar Police Station,Under Investigation
FIR000385,Drug Trafficking,12-11-2025,Mysuru,Jayanagar Police Station,Under Investigation
FIR000386,House Burglary,14-02-2025,Belagavi,Electronic City Police Station,Closed
FIR000387,Chain Snatching,23-08-2025,Ballari,Indiranagar Police Station,Under Investigation
FIR000388,Drug Trafficking,27-01-2026,Bengaluru Rural,Whitefield Police Station,Closed
FIR000389,Vehicle Theft,07-07-2025,Mysuru,Indiranagar Police Station,Under Investigation
FIR000390,Assault,16-06-2023,Mangaluru,Jayanagar Police Station,Open
FIR000391,Chain Snatching,13-10-2025,Ballari,Marathahalli Police Station,Under Investigation
FIR000392,Vehicle Theft,03-08-2023,Belagavi,Hebbal Police Station,Open
FIR000393,Cyber Fraud,20-03-2025,Hubballi-Dharwad,Marathahalli Police Station,Open
FIR000394,Chain Snatching,02-07-2025,Hubballi-Dharwad,Hebbal Police Station,Closed
FIR000395,Financial Fraud,18-01-2026,Belagavi,Whitefield Police Station,Closed
FIR000396,Vehicle Theft,12-09-2025,Bengaluru Rural,Koramangala Police Station,Open
FIR000397,Robbery,15-03-2024,Shivamogga,Hebbal Police Station,Under Investigation
FIR000398,Chain Snatching,23-05-2026,Mangaluru,Yelahanka Police Station,Under Investigation
FIR000399,Chain Snatching,24-04-2026,Kalaburagi,Indiranagar Police Station,Under Investigation
FIR000400,Financial Fraud,17-11-2024,Shivamogga,Yelahanka Police Station,Under Investigation
FIR000401,House Burglary,20-06-2023,Shivamogga,Marathahalli Police Station,Under Investigation
FIR000402,Vehicle Theft,18-08-2023,Tumakuru,Koramangala Police Station,Under Investigation
FIR000403,Financial Fraud,08-01-2026,Tumakuru,Electronic City Police Station,Under Investigation
FIR000404,House Burglary,30-08-2024,Ballari,Whitefield Police Station,Under Investigation
FIR000405,House Burglary,21-08-2025,Hubballi-Dharwad,Jayanagar Police Station,Under Investigation
FIR000406,Vehicle Theft,02-01-2025,Belagavi,Jayanagar Police Station,Closed
FIR000407,Vehicle Theft,28-03-2025,Shivamogga,Hebbal Police Station,Open
FIR000408,Drug Trafficking,06-06-2023,Kalaburagi,Marathahalli Police Station,Open
FIR000409,Cyber Fraud,16-10-2024,Ballari,Yelahanka Police Station,Under Investigation
FIR000410,Chain Snatching,18-08-2024,Shivamogga,Koramangala Police Station,Open
FIR000411,Robbery,10-08-2025,Belagavi,Yelahanka Police Station,Under Investigation
FIR000412,Cyber Fraud,12-10-2024,Mysuru,Jayanagar Police Station,Under Investigation
FIR000413,House Burglary,09-11-2023,Hubballi-Dharwad,Jayanagar Police Station,Closed
FIR000414,Robbery,28-12-2023,Tumakuru,Koramangala Police Station,Open
FIR000415,Robbery,09-11-2023,Belagavi,Jayanagar Police Station,Under Investigation
FIR000416,Robbery,05-02-2025,Tumakuru,Koramangala Police Station,Open
FIR000417,House Burglary,22-08-2023,Bengaluru Rural,Yelahanka Police Station,Under Investigation
FIR000418,Robbery,03-03-2025,Mysuru,Jayanagar Police Station,Under Investigation
FIR000419,Assault,22-01-2026,Shivamogga,Jayanagar Police Station,Open
FIR000420,Assault,30-01-2026,Kalaburagi,Hebbal Police Station,Under Investigation
FIR000421,Assault,04-09-2023,Tumakuru,Marathahalli Police Station,Under Investigation
FIR000422,Drug Trafficking,07-11-2025,Bengaluru Rural,Koramangala Police Station,Under Investigation
FIR000423,Vehicle Theft,27-04-2024,Tumakuru,Marathahalli Police Station,Under Investigation
FIR000424,House Burglary,06-03-2024,Bengaluru Rural,Yelahanka Police Station,Open
FIR000425,Financial Fraud,23-03-2026,Hubballi-Dharwad,Marathahalli Police Station,Closed
FIR000426,Cyber Fraud,08-06-2023,Mangaluru,Electronic City Police Station,Open
FIR000427,Vehicle Theft,30-05-2024,Tumakuru,Marathahalli Police Station,Closed
FIR000428,Robbery,09-11-2025,Mangaluru,Koramangala Police Station,Closed
FIR000429,Chain Snatching,10-01-2026,Bengaluru Urban,Whitefield Police Station,Closed
FIR000430,Drug Trafficking,25-05-2026,Mysuru,Jayanagar Police Station,Closed
FIR000431,Financial Fraud,25-04-2025,Mangaluru,Jayanagar Police Station,Closed
FIR000432,Financial Fraud,10-03-2026,Kalaburagi,Indiranagar Police Station,Under Investigation
FIR000433,Cyber Fraud,20-01-2025,Kalaburagi,Whitefield Police Station,Under Investigation
FIR000434,Financial Fraud,22-11-2023,Tumakuru,Indiranagar Police Station,Closed
FIR000435,House Burglary,25-12-2024,Belagavi,Koramangala Police Station,Open
FIR000436,Vehicle Theft,18-01-2026,Mangaluru,Indiranagar Police Station,Under Investigation
FIR000437,Drug Trafficking,26-04-2025,Hubballi-Dharwad,Marathahalli Police Station,Under Investigation
FIR000438,House Burglary,12-07-2025,Belagavi,Electronic City Police Station,Open
FIR000439,House Burglary,18-12-2025,Mysuru,Electronic City Police Station,Closed
FIR000440,Robbery,16-10-2023,Bengaluru Rural,Hebbal Police Station,Closed
FIR000441,Financial Fraud,09-10-2025,Mysuru,Koramangala Police Station,Under Investigation
FIR000442,Assault,10-09-2023,Hubballi-Dharwad,Hebbal Police Station,Closed
FIR000443,Vehicle Theft,15-06-2024,Bengaluru Urban,Marathahalli Police Station,Closed
FIR000444,Chain Snatching,23-11-2023,Belagavi,Electronic City Police Station,Open
FIR000445,Financial Fraud,02-03-2025,Hubballi-Dharwad,Whitefield Police Station,Closed
FIR000446,Chain Snatching,11-12-2025,Mangaluru,Jayanagar Police Station,Open
FIR000447,Cyber Fraud,25-07-2023,Tumakuru,Indiranagar Police Station,Closed
FIR000448,Assault,25-04-2024,Tumakuru,Jayanagar Police Station,Under Investigation
FIR000449,Chain Snatching,25-05-2025,Belagavi,Yelahanka Police Station,Under Investigation
FIR000450,Financial Fraud,03-06-2025,Tumakuru,Jayanagar Police Station,Open
FIR000451,Assault,11-05-2026,Kalaburagi,Jayanagar Police Station,Under Investigation
FIR000452,House Burglary,04-08-2023,Belagavi,Hebbal Police Station,Closed
FIR000453,House Burglary,08-08-2023,Belagavi,Koramangala Police Station,Closed
FIR000454,Assault,11-05-2024,Belagavi,Indiranagar Police Station,Open
FIR000455,Financial Fraud,04-06-2023,Bengaluru Rural,Hebbal Police Station,Open
FIR000456,Chain Snatching,04-01-2024,Bengaluru Rural,Marathahalli Police Station,Under Investigation
FIR000457,Financial Fraud,18-02-2026,Ballari,Electronic City Police Station,Open
FIR000458,House Burglary,22-05-2026,Mangaluru,Whitefield Police Station,Under Investigation
FIR000459,Cyber Fraud,11-09-2023,Bengaluru Rural,Jayanagar Police Station,Closed
FIR000460,Financial Fraud,25-05-2025,Ballari,Marathahalli Police Station,Under Investigation
FIR000461,Financial Fraud,31-03-2025,Mysuru,Whitefield Police Station,Open
FIR000462,Robbery,03-05-2026,Bengaluru Rural,Jayanagar Police Station,Closed
FIR000463,Cyber Fraud,21-10-2023,Ballari,Whitefield Police Station,Open
FIR000464,Financial Fraud,05-08-2023,Bengaluru Rural,Yelahanka Police Station,Closed
FIR000465,Drug Trafficking,17-09-2025,Kalaburagi,Yelahanka Police Station,Closed
FIR000466,Financial Fraud,19-05-2026,Kalaburagi,Marathahalli Police Station,Closed
FIR000467,Vehicle Theft,17-02-2025,Belagavi,Yelahanka Police Station,Closed
FIR000468,Drug Trafficking,20-12-2023,Hubballi-Dharwad,Electronic City Police Station,Closed
FIR000469,Cyber Fraud,12-05-2025,Bengaluru Urban,Koramangala Police Station,Open
FIR000470,Vehicle Theft,25-06-2025,Bengaluru Urban,Indiranagar Police Station,Under Investigation
FIR000471,Robbery,17-07-2023,Bengaluru Rural,Jayanagar Police Station,Open
FIR000472,Financial Fraud,05-12-2023,Kalaburagi,Electronic City Police Station,Closed
FIR000473,Financial Fraud,07-04-2025,Mysuru,Koramangala Police Station,Closed
FIR000474,Assault,07-04-2025,Ballari,Indiranagar Police Station,Closed
FIR000475,Robbery,10-07-2025,Shivamogga,Jayanagar Police Station,Under Investigation
FIR000476,Chain Snatching,11-12-2023,Hubballi-Dharwad,Electronic City Police Station,Closed
FIR000477,House Burglary,10-05-2024,Mysuru,Hebbal Police Station,Under Investigation
FIR000478,Chain Snatching,06-02-2025,Bengaluru Rural,Marathahalli Police Station,Closed
FIR000479,Chain Snatching,24-01-2024,Ballari,Hebbal Police Station,Open
FIR000480,House Burglary,18-08-2023,Mangaluru,Indiranagar Police Station,Open
FIR000481,House Burglary,09-01-2024,Belagavi,Indiranagar Police Station,Open
FIR000482,Financial Fraud,26-05-2026,Bengaluru Rural,Jayanagar Police Station,Open
FIR000483,Drug Trafficking,10-08-2023,Kalaburagi,Yelahanka Police Station,Under Investigation
FIR000484,Vehicle Theft,10-02-2026,Shivamogga,Marathahalli Police Station,Open
FIR000485,Financial Fraud,28-02-2024,Bengaluru Urban,Electronic City Police Station,Under Investigation
FIR000486,Financial Fraud,04-09-2024,Belagavi,Marathahalli Police Station,Open
FIR000487,House Burglary,23-11-2024,Ballari,Koramangala Police Station,Under Investigation
FIR000488,Robbery,03-07-2025,Bengaluru Rural,Jayanagar Police Station,Closed
FIR000489,Drug Trafficking,06-07-2023,Shivamogga,Indiranagar Police Station,Under Investigation
FIR000490,Financial Fraud,11-01-2026,Shivamogga,Electronic City Police Station,Open
FIR000491,Chain Snatching,30-04-2024,Bengaluru Urban,Yelahanka Police Station,Under Investigation
FIR000492,Robbery,15-01-2025,Tumakuru,Koramangala Police Station,Under Investigation
FIR000493,Cyber Fraud,12-04-2026,Belagavi,Jayanagar Police Station,Open
FIR000494,Chain Snatching,16-11-2024,Kalaburagi,Marathahalli Police Station,Open
FIR000495,Cyber Fraud,23-02-2026,Ballari,Marathahalli Police Station,Under Investigation
FIR000496,House Burglary,16-05-2026,Ballari,Jayanagar Police Station,Under Investigation
FIR000497,House Burglary,01-05-2024,Kalaburagi,Yelahanka Police Station,Under Investigation
FIR000498,Drug Trafficking,05-06-2024,Shivamogga,Jayanagar Police Station,Under Investigation
FIR000499,Vehicle Theft,16-09-2023,Tumakuru,Electronic City Police Station,Under Investigation
FIR000500,Drug Trafficking,08-11-2024,Kalaburagi,Whitefield Police Station,Under Investigation
FIR000501,Chain Snatching,03-01-2024,Mangaluru,Indiranagar Police Station,Closed
FIR000502,Vehicle Theft,11-10-2025,Mangaluru,Koramangala Police Station,Open
FIR000503,Chain Snatching,16-05-2025,Bengaluru Urban,Electronic City Police Station,Open
FIR000504,Chain Snatching,27-01-2025,Tumakuru,Yelahanka Police Station,Under Investigation
FIR000505,Drug Trafficking,26-12-2025,Bengaluru Urban,Yelahanka Police Station,Under Investigation
FIR000506,Assault,17-11-2025,Mysuru,Electronic City Police Station,Under Investigation
FIR000507,Cyber Fraud,18-10-2025,Mangaluru,Electronic City Police Station,Under Investigation
FIR000508,Cyber Fraud,28-07-2024,Mysuru,Jayanagar Police Station,Open
FIR000509,House Burglary,23-06-2023,Hubballi-Dharwad,Electronic City Police Station,Under Investigation
FIR000510,Chain Snatching,01-01-2025,Ballari,Indiranagar Police Station,Open
FIR000511,Financial Fraud,04-08-2025,Tumakuru,Hebbal Police Station,Closed
FIR000512,House Burglary,20-11-2025,Ballari,Yelahanka Police Station,Closed
FIR000513,Chain Snatching,26-09-2024,Bengaluru Urban,Electronic City Police Station,Open
FIR000514,Financial Fraud,12-07-2025,Mangaluru,Yelahanka Police Station,Under Investigation
FIR000515,Assault,13-03-2024,Belagavi,Indiranagar Police Station,Open
FIR000516,Assault,11-12-2025,Mangaluru,Hebbal Police Station,Under Investigation
FIR000517,House Burglary,29-06-2024,Tumakuru,Koramangala Police Station,Closed
FIR000518,Robbery,15-03-2025,Ballari,Koramangala Police Station,Closed
FIR000519,Cyber Fraud,25-06-2024,Tumakuru,Hebbal Police Station,Closed
FIR000520,Robbery,17-09-2023,Mangaluru,Whitefield Police Station,Open
FIR000521,Robbery,18-11-2025,Shivamogga,Jayanagar Police Station,Closed
FIR000522,Assault,17-12-2024,Shivamogga,Hebbal Police Station,Under Investigation
FIR000523,Chain Snatching,29-10-2023,Tumakuru,Electronic City Police Station,Open
FIR000524,Chain Snatching,08-06-2025,Shivamogga,Koramangala Police Station,Open
FIR000525,Drug Trafficking,08-06-2024,Mysuru,Electronic City Police Station,Closed
FIR000526,Assault,02-12-2023,Mangaluru,Yelahanka Police Station,Closed
FIR000527,House Burglary,19-01-2024,Bengaluru Urban,Indiranagar Police Station,Closed
FIR000528,Vehicle Theft,25-06-2023,Shivamogga,Indiranagar Police Station,Under Investigation
FIR000529,Vehicle Theft,20-07-2024,Bengaluru Urban,Yelahanka Police Station,Under Investigation
FIR000530,Robbery,14-06-2025,Ballari,Whitefield Police Station,Open
FIR000531,Vehicle Theft,10-04-2025,Kalaburagi,Hebbal Police Station,Closed
FIR000532,Assault,16-11-2024,Mysuru,Koramangala Police Station,Open
FIR000533,Assault,23-03-2025,Hubballi-Dharwad,Yelahanka Police Station,Closed
FIR000534,Financial Fraud,29-11-2024,Hubballi-Dharwad,Hebbal Police Station,Open
FIR000535,Robbery,15-10-2025,Bengaluru Rural,Jayanagar Police Station,Closed
FIR000536,Chain Snatching,18-01-2024,Kalaburagi,Marathahalli Police Station,Open
FIR000537,Drug Trafficking,16-11-2024,Kalaburagi,Electronic City Police Station,Closed
FIR000538,Chain Snatching,19-09-2024,Mangaluru,Yelahanka Police Station,Open
FIR000539,Vehicle Theft,18-05-2025,Tumakuru,Hebbal Police Station,Under Investigation
FIR000540,House Burglary,13-04-2026,Ballari,Yelahanka Police Station,Closed
FIR000541,Vehicle Theft,08-10-2023,Mysuru,Electronic City Police Station,Open
FIR000542,Financial Fraud,29-04-2025,Mysuru,Hebbal Police Station,Open
FIR000543,Drug Trafficking,30-11-2025,Bengaluru Rural,Whitefield Police Station,Under Investigation
FIR000544,Vehicle Theft,05-05-2024,Kalaburagi,Whitefield Police Station,Under Investigation
FIR000545,Robbery,14-12-2025,Ballari,Electronic City Police Station,Open
FIR000546,Robbery,31-05-2024,Belagavi,Marathahalli Police Station,Under Investigation
